#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
2501,20186367,N,RESI,Active,Voluntary,2022,Annually,Less Than .5 Acre (not Zero),$0 ,Residential,,"$479,000 ",,"$479,000 ",,,10/14/2022,5,Golf Country Estates II,"2,320",4,2,2/0/2,0.21,No,173 Crenshaw  Court ,Stephenville,32.237516,-98.242603,"$479,000 "
2501,20187383,N,RESI,Active,Mandatory,1996,Annually,Less Than .5 Acre (not Zero),$610 ,Residential,,"$479,000 ",,"$479,000 ",,,10/16/2022,3,Vista Ridge Estates Ph 4,"2,618",4,3,2/0/2,0.295,No,393 Crestview Point  Drive ,Lewisville,32.996206,-96.987114,"$479,000 "
2501,20185333,N,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$495 ,Residential,,"$479,017 ",,"$479,017 ",,,10/13/2022,6,Berkshire Estates,"2,161",4,2,3/0/3,1,No,6605 Theale ,Forney,32.675173,-96.421412,"$479,017 "
2501,20184630,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$360 ,Residential,,"$479,089 ",,"$479,089 ",,,10/12/2022,7,Creek Crossing,"2,533",4,4,2/0/2,0.19,No,2917 Bobcat ,Melissa,33.30375,-96.553642,"$479,089 "
2501,20186832,N,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),$300 ,Residential,,"$479,400 ",,"$479,400 ",,,10/14/2022,5,Buffalo Ridge,"2,937",5,3,2/0/2,0.133,No,192 Arrow Wood  Road ,Waxahachie,32.405152,-96.805234,"$479,400 "
2501,20181015,,RESI,Active,Mandatory,2023,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$479,555 ",,"$479,555 ",,,10/7/2022,12,Erickson Farms-D.R. Horton,"2,839",5,4,2/0/2,0.228,No,4131 Stockman  Drive ,Krum,33.273927,-97.210501,"$479,555 "
2501,20186810,N,RESI,Active,Voluntary,2022,Annually,Less Than .5 Acre (not Zero),$0 ,Residential,,"$479,750 ",,"$479,750 ",,,10/17/2022,2,Golf Country Estates II,"2,324",4,2,2/0/2,0.21,No,165 Crenshaw  Court ,Stephenville,32.237323,-98.242474,"$479,750 "
2501,20183208,,RESI,Active,Mandatory,2002,Quarterly,Less Than .5 Acre (not Zero),$175 ,Residential,,"$479,900 ",,"$479,900 ",,,10/11/2022,8,Deer Creek Estates,"3,506",5,4,2/0/2,0.42,Yes,1412 Hummingbird  Court ,Crowley,32.554478,-97.351025,"$479,900 "
2501,20185008,$,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$150 ,Residential,,"$499,900 ",,"$479,900 ",,,10/12/2022,7,Buffalo Ridge,"3,093",4,4,3/0/3,0.207,No,240 Frio  Drive ,Waxahachie,32.404144,-96.800908,"$479,900 "
2501,20188015,N,RESI,Active,None,1981,,Less Than .5 Acre (not Zero),,Residential,,"$479,900 ",,"$479,900 ",,,10/17/2022,2,Huntwick Add,"2,827",4,3,2/0/2,0.203,No,3411 Bridlegate  Drive ,Arlington,32.691398,-97.17213,"$479,900 "
2501,20184504,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$350 ,Residential,,"$479,990 ",,"$479,990 ",,,10/12/2022,7,Horizon Estates,"2,625",5,3,2/0/2,0.208,No,917 Lauren  Drive ,Midlothian,32.491884,-96.914866,"$479,990 "
2501,20178079,,RESI,Active,Mandatory,2018,Annually,Less Than .5 Acre (not Zero),$540 ,Residential,,"$480,000 ",,"$480,000 ",,,10/3/2022,16,Winn Ridge Ph 1a,"2,749",5,3,2/0/2,0.266,No,1918 Trace  Drive ,Aubrey,33.256479,-96.894759,"$480,000 "
2501,20180776,,RESI,Active,Mandatory,2001,Quarterly,Less Than .5 Acre (not Zero),$150 ,Residential,,"$480,000 ",,"$480,000 ",,,10/6/2022,13,Shores Of Wellington 02,"3,348",5,4,2/0/2,0.202,No,4609 Southampton  Boulevard ,Garland,32.859276,-96.566106,"$480,000 "
2501,20182605,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$2,640 ",Residential,,"$495,000 ",,"$480,000 ",,,10/10/2022,9,Pecan Square,"2,481",3,3,2/0/2,0.101,No,2305 Stella  Lane ,Northlake,33.0935,-97.242688,"$480,000 "
2501,20183378,,RESI,Active,None,2016,,Less Than .5 Acre (not Zero),,Residential,,"$480,000 ",,"$480,000 ",,,10/10/2022,9,Winding Creek Add Kennedale,"2,538",4,3,2/0/2,0.205,No,1021 Winding Creek ,Kennedale,32.658427,-97.224924,"$480,000 "
2501,20184655,N,RESI,Active,None,2003,,1 to < 3 Acres,,Residential,,"$480,000 ",,"$480,000 ",,,10/17/2022,1,Prairie Grove Estate Sub,"1,833",3,2,6/2/2006,2.97,No,1540 Neely  Trail ,Valley View,33.51588,-97.05907,"$480,000 "
2501,20187524,N,RESI,Active,None,1987,,1 to < 3 Acres,,Residential,,"$480,000 ",,"$480,000 ",,,10/16/2022,3,Roads James,"1,490",3,2,2/1/2003,1.999,No,7025 Fm 35 ,Royse City,32.963712,-96.290732,"$480,000 "
2501,20187683,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$480,000 ",,"$480,000 ",,,10/17/2022,2,River Hills,"2,400",4,3,2/0/2,2.47,No,1070 River Hills  Road ,Stephenville,32.373655,-98.173195,"$480,000 "
2501,20180753,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$275 ,Residential,,"$500,495 ",,"$480,495 ",,,10/6/2022,13,Sheppard's Place,"3,101",4,4,2/0/2,0.165,No,2301 Sheppards  Lane ,Waxahachie,32.417622,-96.87826,"$480,495 "
2501,20179148,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$480,950 ",,"$480,950 ",,,10/5/2022,14,Morningstar,"2,629",4,3,2/0/2,0.192,No,15133 Devonne  Drive ,Aledo,32.756293,-97.599243,"$480,950 "
2501,20177790,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$482,150 ",,"$482,150 ",,,10/3/2022,16,Morningstar,"2,629",4,3,2/0/2,0.2,No,328 Honey Brook  Lane ,Aledo,32.756108,-97.599321,"$482,150 "
2501,20182661,,RESI,Active,Mandatory,2005,Annually,Less Than .5 Acre (not Zero),$558 ,Residential,,"$482,500 ",,"$482,500 ",,,10/10/2022,9,Crawford Farms Add,"2,721",3,3,2/0/2,0.24,No,10305 Crawford Farms  Drive ,Fort Worth,32.923974,-97.297502,"$482,500 "
2501,20179333,,RESI,Active,Mandatory,2020,Quarterly,Less Than .5 Acre (not Zero),$235 ,Residential,,"$482,985 ",,"$482,985 ",,,10/5/2022,14,Morningstar,"2,282",3,2,2/0/2,0.207,No,15016 Fleet Hill  Road ,Aledo,32.748769,-97.594574,"$482,985 "
2501,20177781,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$483,375 ",,"$483,375 ",,,10/3/2022,16,Morningstar,"2,629",4,3,2/0/2,0.203,No,15101 Devonne  Trail ,Aledo,32.75604,-97.599243,"$483,375 "
2501,20186213,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$900 ,Residential,,"$483,401 ",,"$483,401 ",,,10/14/2022,5,Oaks of North Grove,"2,481",4,2,2/0/2,0.25,No,659 Cherry Bark  Trail ,Waxahachie,32.434916,-96.815652,"$483,401 "
2501,20186622,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$484,055 ",,"$484,055 ",,,10/14/2022,5,Gateway Village,"2,380",3,3,2/0/2,0.11,No,3948 Oak Creek  Circle ,Denison,33.709388,-96.598601,"$484,055 "
2501,20183725,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$495 ,Residential,,"$501,140 ",,"$484,140 ",,,10/11/2022,8,Meadows at Morgan Creek,"2,775",4,2,2/0/2,0.382,No,549 Firethorn  Drive ,Royse City,32.970138,-96.31101,"$484,140 "
2501,20178460,,RESI,Active,Voluntary,1987,Annually,Less Than .5 Acre (not Zero),$60 ,Residential,,"$484,900 ",,"$484,900 ",,,10/7/2022,12,Rustic Woods Add,"2,641",4,4,2/0/2,0.16,Yes,3332 Paint Brush  Lane ,Bedford,32.855441,-97.102516,"$484,900 "
2501,20179385,N,RESI,Active,Mandatory,2005,Quarterly,Less Than .5 Acre (not Zero),$89 ,Residential,,"$484,900 ",,"$484,900 ",,,10/13/2022,6,Quarry The,"3,730",5,4,2/0/2,0.152,No,5101 Rugged  Avenue ,Fort Worth,32.836995,-97.376094,"$484,900 "
2501,20179495,,RESI,Active,None,2004,,Less Than .5 Acre (not Zero),,Residential,,"$484,900 ",,"$484,900 ",,,10/11/2022,8,Chaucer Estates Ph 1,"4,023",6,4,2/0/2,0.19,No,2013 Mark Twain  Lane ,Denton,33.148049,-97.111874,"$484,900 "
2501,20177878,,RESI,Active,Mandatory,2003,Semi-Annual,Less Than .5 Acre (not Zero),$230 ,Residential,,"$485,000 ",,"$485,000 ",,,10/4/2022,15,Panther Creek Estates Ph 1,"2,102",3,2,2/0/2,0.15,No,11237 Snyder  Drive ,Frisco,33.176609,-96.781697,"$485,000 "
2501,20180952,,RESI,Active,Mandatory,1995,Annually,Less Than .5 Acre (not Zero),$420 ,Residential,,"$485,000 ",,"$485,000 ",,,10/6/2022,13,Carriage Gate Add,"2,141",4,2,2/0/2,0.162,Yes,1349 Gatewood  Drive ,Keller,32.909827,-97.238123,"$485,000 "
2501,20181648,N,RESI,Active,None,1988,,1 to < 3 Acres,,Residential,,"$485,000 ",,"$485,000 ",,,10/14/2022,5,Windmill Valley,"2,566",3,2,2/0/2,1.8,No,204 Windy  Lane ,Rockwall,32.964258,-96.445422,"$485,000 "
2501,20181996,$,RESI,Active,None,2005,,1 to < 3 Acres,,Residential,,"$500,000 ",,"$485,000 ",,,10/8/2022,11,County Road 465 Add,"1,703",4,2,2/0/2,1.933,No,4911 County Road 465 ,McKinney,33.243722,-96.489278,"$485,000 "
2501,20182918,,RESI,Active,Mandatory,2017,Annually,Less Than .5 Acre (not Zero),$950 ,Residential,,"$485,000 ",,"$485,000 ",,,10/10/2022,7,Abes Landing Ph 5a-1,"2,493",4,3,3/0/3,0.21,No,316 Paddle Boat  Drive ,Granbury,32.487477,-97.79559,"$485,000 "
2501,20183629,N,RESI,Active,None,1995,,Less Than .5 Acre (not Zero),,Residential,,"$485,000 ",,"$485,000 ",,,10/14/2022,5,Valley Vista 3,"2,780",4,4,2/0/2,0.273,No,2018 Briarcliff  Road ,Lewisville,33.017801,-97.016007,"$485,000 "
2501,20183727,,RESI,Active,Mandatory,2021,Monthly,Condo/Townhome Lot,$225 ,Residential,,"$485,000 ",,"$485,000 ",,,10/12/2022,7,Wynwood Villas Townhomes,"2,093",3,4,2/0/2,0,No,3369 Norris  Street ,Plano,33.003187,-96.669563,"$485,000 "
2501,20183823,,RESI,Active,None,1984,,3 to < 5 Acres,,Residential,,"$485,000 ",,"$485,000 ",,,10/11/2022,8,no,"2,200",4,3,2/1/2003,4.25,No,400 Vz County Road 2114 ,Canton,32.569902,-95.95233,"$485,000 "
2501,20184614,$,RESI,Active,None,1972,,Less Than .5 Acre (not Zero),,Residential,,"$490,000 ",,"$485,000 ",,,10/12/2022,7,Park Forest Add 1,"2,007",4,2,/0/0,0.17,No,1417 Sequoia  Drive ,Plano,33.044094,-96.721508,"$485,000 "
2501,20184777,N,RESI,Active,None,1994,,Less Than .5 Acre (not Zero),,Residential,,"$485,000 ",,"$485,000 ",,,10/12/2022,5,Stonegate Third Add,"2,976",4,4,2/0/2,0.31,Yes,2905 Good Shepherd  Drive ,Brownwood,31.690729,-98.990504,"$485,000 "
2501,20185149,N,RESI,Active,Mandatory,2016,Semi-Annual,Less Than .5 Acre (not Zero),$390 ,Residential,,"$485,000 ",,"$485,000 ",,,10/13/2022,6,Creeks Of Legacy,"2,045",3,2,2/0/2,0.137,No,3119 Spring Creek  Trail ,Celina,33.271403,-96.833306,"$485,000 "
2501,20186525,N,RESI,Active,Mandatory,2002,Semi-Annual,Less Than .5 Acre (not Zero),$234 ,Residential,,"$485,000 ",,"$485,000 ",,,10/18/2022,1,Ridge Road Estates Ph 1,"2,663",4,3,2/0/2,0.15,No,3601 Maddock  Drive ,McKinney,33.167519,-96.700972,"$485,000 "
2501,20184752,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$486,165 ",,"$486,165 ",,,10/12/2022,7,Creekside,"2,388",4,3,2/0/2,0.015,No,2605 Green River ,Royse City,33.008209,-96.301858,"$486,165 "
2501,20189211,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$486,812 ",,"$486,812 ",,,10/18/2022,1,The Haven at North Grove,"2,434",3,3,2/0/2,0.219,No,601 Dean Box  Drive ,Waxahachie,32.428935,-96.829287,"$486,812 "
2501,20176783,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$486,884 ",,"$486,884 ",,,10/1/2022,18,Riverwalk,"1,920",3,2,2/0/2,0.174,No,808 Comal  Drive ,Mansfield,32.546902,-97.126412,"$486,884 "
2501,20180258,,RESI,Active,Voluntary,2006,Annually,.5 to < 1 Acre,$300 ,Residential,,"$486,900 ",,"$486,900 ",,,10/6/2022,13,Cambridge Bend Estates,"2,409",4,3,2/0/2,0.543,No,8425 Castleton  Way ,Tyler,32.262762,-95.296061,"$486,900 "
2501,20189287,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$500 ,Residential,,"$488,499 ",,"$488,499 ",,,10/18/2022,1,Bridgewater,"3,357",5,5,2/0/2,0.347,No,5228 Timber Point  Drive ,Princeton,33.093233,-96.504725,"$488,499 "
2501,20189239,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$488,552 ",,"$488,552 ",,,10/18/2022,1,Twin Pines,"2,273",4,2,2/0/2,1,No,5465 Twin Pines ,Royse City,32.957758,-96.255842,"$488,552 "
2501,20176144,,RESI,Active,Mandatory,2002,Monthly,Less Than .5 Acre (not Zero),$330 ,Residential,,"$489,000 ",,"$489,000 ",,,10/1/2022,18,Emerald Bay & Glen Ridge Park Addition,"3,178",3,4,3/0/3,0.31,No,190  N Bay  Drive ,Bullard,32.164012,-95.435044,"$489,000 "
2501,20176220,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$489,000 ",,"$489,000 ",,,9/30/2022,19,Justin Crossing Addition,"2,037",4,3,2/0/0,0,No,1261 Rio Bravo  Road ,Justin,33.068457,-97.301519,"$489,000 "
2501,20178748,$,RESI,Active,Mandatory,2023,Annually,.5 to < 1 Acre,$250 ,Residential,,"$520,990 ",,"$489,000 ",,,10/4/2022,15,Coyote Crossing,"2,253",4,3,2/0/2,0.54,No,12633 Yellowstone  Street ,Godley,32.4872,-97.525954,"$489,000 "
2501,20179483,,RESI,Active,Mandatory,2016,Semi-Annual,Less Than .5 Acre (not Zero),$158 ,Residential,,"$489,000 ",,"$489,000 ",,,10/11/2022,7,Watersbend North,"3,034",4,4,2/0/2,0.115,No,632 Tierra Vista  Way ,Fort Worth,32.91791,-97.373367,"$489,000 "
2501,20179828,,RESI,Active,None,2002,,Less Than .5 Acre (not Zero),,Residential,,"$489,000 ",,"$489,000 ",,,10/4/2022,15,Clear Creek Estates,"2,077",3,2,2/0/2,0.32,No,1929 Clear Creek  Drive ,Weatherford,32.736646,-97.757195,"$489,000 "
2501,20180049,$,RESI,Active,Mandatory,2018,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$519,000 ",,"$489,000 ",,,10/6/2022,13,Anna Crossing Ph 1a,"2,486",3,2,2/0/2,0.16,No,2610 Thayne  Drive ,Anna,33.324804,-96.550248,"$489,000 "
2501,20181525,$,RESI,Active,Mandatory,1988,Annually,Less Than .5 Acre (not Zero),$330 ,Residential,,"$499,900 ",,"$489,000 ",,,10/7/2022,12,Sunset Ridge Ph I,"2,283",4,2,2/0/2,0.18,No,2608 Valley Creek  Trail ,McKinney,33.179203,-96.654142,"$489,000 "
2501,20181566,,RESI,Active,None,1999,,5 to < 10 Acres,,Residential,,"$489,000 ",,"$489,000 ",,,10/5/2022,14,unknown,960,3,1,/1/0,5.01,No,386 Mid River  Road ,Lampasas,31.032832,-98.437126,"$489,000 "
2501,20181768,$,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$498,000 ",,"$489,000 ",,,10/7/2022,12,Oakridge 09,"2,307",3,3,2/0/0,0.211,No,2013 Diamond Oaks  Drive ,Garland,32.932111,-96.675928,"$489,000 "
2501,20182205,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$489,000 ",,"$489,000 ",,,10/8/2022,11,Willow Springs,"2,499",4,3,2/0/2,0.14,No,13529 Fergus  Drive ,Fort Worth,32.976291,-97.392723,"$489,000 "
2501,20182210,,RESI,Active,None,1963,,Less Than .5 Acre (not Zero),,Residential,,"$495,000 ",,"$489,000 ",,,10/6/2022,13,Northwood Estates,"2,445",4,3,2/0/2,0.189,No,1424 Stagecoach  Drive ,Richardson,32.947612,-96.767534,"$489,000 "
2501,20182712,N,RESI,Active,None,1995,,10 to < 50 Acres,,Residential,,"$489,000 ",,"$489,000 ",,,10/13/2022,6,None,"2,910",4,2,2/2/2004,12.85,No,2337 County Road 121 ,Kaufman,32.6034,-96.111578,"$489,000 "
2501,20184269,,RESI,Active,None,1998,,Less Than .5 Acre (not Zero),,Residential,,"$489,000 ",,"$489,000 ",,,10/11/2022,7,Creek Crossing Estates,"3,164",5,4,2/2/2004,0.253,Yes,2813 Creek Crossing  Road ,Mesquite,32.751088,-96.553797,"$489,000 "
2501,20185363,N,RESI,Active,Mandatory,2006,Semi-Annual,Less Than .5 Acre (not Zero),$185 ,Residential,,"$489,000 ",,"$489,000 ",,,10/13/2022,6,Paloma Creek South Ph 1,"3,037",5,4,2/0/2,0.126,No,1609 Kittyhawk  Drive ,Little Elm,33.216805,-96.934909,"$489,000 "
2501,20188222,N,RESI,Active,Mandatory,2007,Annually,Less Than .5 Acre (not Zero),$250 ,Residential,,"$489,000 ",,"$489,000 ",,,10/17/2022,2,Emory Place,"3,010",3,3,2/0/0,0.13,No,817 Green Heath  Avenue ,Fort Worth,32.768333,-97.207306,"$489,000 "
2501,20184589,$,RESI,Active,None,1996,,5 to < 10 Acres,,Residential,,"$579,995 ",,"$489,500 ",,,10/13/2022,6,Dalton Sur,"1,695",3,2,2/0/2,6.44,No,980 Cr 3800 ,Athens,32.343124,-95.838016,"$489,500 "
2501,20188755,N,RESI,Active,None,2005,,10 to < 50 Acres,,Residential,,"$489,500 ",,"$489,500 ",,,10/18/2022,1,See agent,"2,400",2,2,/1/1,47.5,No,2808 County Road NW 1030 ,Mount Vernon,33.241557,-95.244033,"$489,500 "
2501,20180702,,RESI,Active,None,1991,,Less Than .5 Acre (not Zero),,Residential,,"$489,900 ",,"$489,900 ",,,10/11/2022,7,Valley Vista 2,"2,380",4,3,2/0/2,0.224,Yes,2070 Arena  Drive ,Lewisville,33.010731,-97.017941,"$489,900 "
2501,20186159,N,RESI,Active,None,1969,,1 to < 3 Acres,,Residential,,"$489,900 ",,"$489,900 ",,,10/14/2022,5,Harrison,"2,302",4,2,2/0/2,1.47,No,1520 Christian  Road ,Ennis,32.367644,-96.631238,"$489,900 "
2501,20186571,N,RESI,Active,Mandatory,2001,Annually,Less Than .5 Acre (not Zero),$480 ,Residential,,"$489,900 ",,"$489,900 ",,,10/14/2022,5,Woodbridge Ph 3b,"2,953",4,3,2/0/2,0.16,No,7207 Park Hill  Trail ,Sachse,32.98624,-96.567357,"$489,900 "
2501,20188229,N,RESI,Active,None,1992,,Less Than .5 Acre (not Zero),,Residential,,"$489,900 ",,"$489,900 ",,,10/17/2022,2,Parkwood Sub,"2,269",4,2,2/0/2,0.285,No,607 Santa Barbara  Drive ,Keller,32.945427,-97.23919,"$489,900 "
2501,20188251,N,RESI,Active,None,2003,,1 to < 3 Acres,,Residential,,"$489,900 ",,"$489,900 ",,,10/17/2022,2,Bently Farms Ph Two,"2,316",4,2,2/2/2004,1.005,No,246 Shoreview ,Lavon,33.038034,-96.43434,"$489,900 "
2501,20179509,,RESI,Active,Mandatory,2020,Semi-Annual,Less Than .5 Acre (not Zero),$450 ,Residential,,"$489,990 ",,"$489,990 ",,,10/5/2022,12,Silverado Ph 1c,"2,515",4,3,3/0/3,0.176,No,2909 Faro  Road ,Aubrey,33.252586,-96.946764,"$489,990 "
2501,20188358,N,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$144 ,Residential,,"$489,990 ",,"$489,990 ",,,10/17/2022,2,Wickliffe Manor,"2,065",3,3,2/0/2,0.148,No,2014 Kati Jane  Lane ,Midlothian,32.461744,-96.976683,"$489,990 "
2501,20182244,,RESI,Active,None,2016,,10 to < 50 Acres,,Residential,,"$489,999 ",,"$489,999 ",,,10/8/2022,11,T J Chambers,"1,014",2,2,0/2/0,13.66,Yes,3872 Fm 85 ,Ennis,32.313878,-96.490118,"$489,999 "
2501,20176781,$,RESI,Active,Mandatory,2005,Annually,Less Than .5 Acre (not Zero),$350 ,Residential,,"$509,999 ",,"$490,000 ",,,10/1/2022,18,Innisbrook Place,"2,737",4,3,3/0/3,0.158,No,7505 Innisbrook  Lane ,Fort Worth,32.872071,-97.415312,"$490,000 "
2501,20177040,,RESI,Active,Mandatory,2012,Semi-Annual,Less Than .5 Acre (not Zero),$282 ,Residential,,"$490,000 ",,"$490,000 ",,,10/4/2022,15,Woodcreek Ph 1-C,"3,372",4,3,2/0/2,0.179,No,307 Deaton  Drive ,Fate,32.946714,-96.39144,"$490,000 "
2501,20177288,$,RESI,Active,Mandatory,2019,Annually,Less Than .5 Acre (not Zero),$360 ,Residential,,"$495,000 ",,"$490,000 ",,,10/3/2022,16,Star Ranch Ph 1,"3,269",5,4,2/0/2,0.189,No,1048 Kingston  Drive ,Godley,32.457585,-97.530573,"$490,000 "
2501,20177360,$,RESI,Active,None,1999,,.5 to < 1 Acre,,Residential,,"$499,000 ",,"$490,000 ",,,9/30/2022,19,Buffalo Creek Estates 3,"2,340",3,2,2/2/2004,0.961,Yes,145 Buffalo Creek  Drive ,Crandall,32.612052,-96.457339,"$490,000 "
2501,20177469,,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$490,000 ",,"$490,000 ",,,10/3/2022,9,Calvin Estates,"1,980",4,2,2/0/2,1,No,6707 County Road 1140 ,Leonard,33.322139,-96.241506,"$490,000 "
2501,20180598,,RESI,Active,Mandatory,2018,Quarterly,Less Than .5 Acre (not Zero),$555 ,Residential,,"$490,000 ",,"$490,000 ",,,10/6/2022,13,Heath Golf & Yacht Club Ph 1a,"2,235",3,3,2/0/2,0.159,No,1537 Sonnet  Drive ,Heath,32.821689,-96.483225,"$490,000 "
2501,20181345,,RESI,Active,Mandatory,2016,Annually,Less Than .5 Acre (not Zero),$710 ,Residential,,"$475,000 ",,"$490,000 ",,,10/10/2022,7,Union Park Ph I-A,"2,629",4,3,2/0/2,0.135,No,829 Sandbox  Drive ,Little Elm,33.225284,-96.921095,"$490,000 "
2501,20185887,N,RESI,Active,None,2016,,1 to < 3 Acres,,Residential,,"$490,000 ",,"$490,000 ",,,10/14/2022,5,None,"2,254",4,3,2/0/2,2,No,3177 Vz County Road 4511 ,Ben Wheeler,32.459488,-95.66572,"$490,000 "
2501,20177724,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$250 ,Residential,,"$490,335 ",,"$490,335 ",,,10/3/2022,16,Morningstar,"2,669",4,3,2/0/2,0.134,No,15037 Ted  Trail ,Aledo,32.756329,-97.599071,"$490,335 "
2501,20186503,$,RESI,Active,None,2019,,Less Than .5 Acre (not Zero),,Residential,,"$490,000 ",,"$492,000 ",,,10/15/2022,4,Meadow Place,"2,296",4,3,2/0/2,0.222,No,111 Preakness  Drive ,Willow Park,32.742578,-97.648298,"$492,000 "
2501,20184708,,RESI,Active,Mandatory,2003,Semi-Annual,Less Than .5 Acre (not Zero),$260 ,Residential,,"$493,000 ",,"$493,000 ",,,10/12/2022,7,Birmingham Farms # 3A,"3,375",4,3,2/0/0,0.21,No,1416 Summerdale  Lane ,Wylie,33.036355,-96.566056,"$493,000 "
2501,20187896,N,RESI,Active,Mandatory,2018,Semi-Annual,Less Than .5 Acre (not Zero),$550 ,Residential,,"$493,000 ",,"$493,000 ",,,10/17/2022,2,Harvest Meadows Phas,"2,785",4,4,2/0/2,0.159,No,1416 Canary  Lane ,Argyle,33.11649,-97.235976,"$493,000 "
2501,20188934,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$493,035 ",,"$493,035 ",,,10/18/2022,1,Twin Pines,"2,184",4,2,2/0/2,1.08,No,5441 Twin ,Royse City,32.931612,-96.258634,"$493,035 "
2501,20185789,N,RESI,Active,None,2022,,.5 to < 1 Acre,,Residential,,"$493,500 ",,"$493,500 ",,,10/14/2022,5,Cedarwood,"2,350",4,3,2/0/2,0.5,No,19232 Cedarpark  Drive ,Lindale,32.371753,-95.247296,"$493,500 "
2501,20184679,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$360 ,Residential,,"$493,785 ",,"$493,595 ",,,10/12/2022,7,Creek Crossing,"2,739",4,3,2/0/2,0.17,No,2921 Bobcat  Drive ,Melissa,33.303688,-96.553216,"$493,595 "
2501,20180012,,RESI,Active,None,2019,,1 to < 3 Acres,,Residential,,"$494,000 ",,"$494,000 ",,,10/5/2022,14,Hillcrest Meadows Ph3,"1,992",4,2,2/0/2,1.002,No,131 Crest  Lane ,Decatur,33.209418,-97.509028,"$494,000 "
2501,20181101,,RESI,Active,None,1999,,5 to < 10 Acres,,Residential,,"$494,500 ",,"$494,500 ",,,10/7/2022,12,none,"1,842",3,2,2/0/2,9.549,No,8899 NE Cr 2100 ,Talco,33.300652,-95.195415,"$494,500 "
2501,20176313,$,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$248 ,Residential,,"$529,580 ",,"$494,580 ",,,9/30/2022,19,West Crossing,"2,243",4,2,2/0/2,0.165,No,912 Forest Glen  Drive ,Anna,33.361385,-96.559085,"$494,580 "
2501,20176372,,RESI,Active,Mandatory,2002,Quarterly,Less Than .5 Acre (not Zero),$96 ,Residential,,"$560,000 ",,"$495,000 ",,,9/30/2022,19,Auburn Spgs Ph Two,"2,447",4,3,2/2/2002,0.13,No,1732 Mineral Springs  Drive ,Allen,33.102229,-96.621562,"$495,000 "
2501,20177151,,RESI,Active,None,2001,,3 to < 5 Acres,,Residential,,"$495,000 ",,"$495,000 ",,,10/3/2022,16,NA,"1,944",3,2,10/0/10,4.2,No,749 Pr 5825 ,Groesbeck,31.459439,-96.396751,"$495,000 "
2501,20178062,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$575 ,Residential,,"$510,000 ",,"$495,000 ",,,10/3/2022,16,Anna Ranch,"2,170",5,3,2/0/2,0.152,No,1133 Sunbeam  Cove ,Anna,33.326549,-96.540637,"$495,000 "
